K1 ;K2;K3;K4;K5
Lisences;PL636;Financial;WPB;.
Lisences;PL636;Financial;Cash calls;.
Lisences;PL636;Financial;Estimates;.
Lisences;PL636;Financial;Insurance;.
Lisences;PL636;Financial;Lease accounting;.
Lisences;PL636;Financial;Joint interest billing;.
Lisences;PL636;Financial;RNB;.
Lisences;PL636;Financial;Annual status report;.
Lisences;PL636;General information;.;.
Lisences;PL636;General information;Miscellaneous;.
Lisences;PL636;General information;Miscellaneous;Deleted documents
Lisences;PL636;General information;Miscellaneous;To be deleted
Lisences;PL636;General information;3rd party information;.
Lisences;PL636;General information;4th party information;.
Lisences;PL636;General information;4th party information;Publications
Lisences;PL636;General information;5th party information;.
Lisences;PL636;General information;5th party information;Press releases
Lisences;PL636;HSEQ;.;.
Lisences;PL636;HSEQ;Audits;.
Lisences;PL636;HSEQ;Incidents;.
Lisences;PL636;HSEQ;Plans and policies;.
Lisences;PL636;HSEQ;Statistics;.
Lisences;PL636;HSEQ;Studies;.
Lisences;PL636;Limited;.;.
Lisences;PL636;Limited;Operator - Partner only;.
Lisences;PL636;Limited;Operator only;.
Lisences;PL636;Meetings;.;.
Lisences;PL636;Procurement;.;.
Lisences;PL636;Procurement;Administration;.
Lisences;PL636;Procurement;Confidential;.
Lisences;PL636;Projects;.;.
Lisences;PL636;Projects;Development projects;.
Lisences;PL636;Projects;Other;.
Lisences;PL636;Strategies and plans;.;.
Lisences;PL636;Strategies and plans;Long term;.
Lisences;PL636;Strategies and plans;Short term;.
Lisences;PL636;Reporting;.;.
Lisences;PL636;Reporting;Monthly reports;.
Lisences;PL636;Reporting;HSE;.
Lisences;PL636;Reporting;Projects;.
Lisences;PL636;Reporting;Production;.
Lisences;PL636;Reporting;Subsurface;.
Lisences;PL636;Subsurface;.;.
Lisences;PL636;Subsurface;Geology and geophysics;.
Lisences;PL636;Subsurface;Reservoir;.
Lisences;PL636;Subsurface;Seismic;.
Lisences;PL636;Subsurface;Wells;.
Lisences;PL636;Subsurface;Common database;.
Lisences;PL882;.;.;.
Lisences;PL882;Agreements;.;.
Lisences;PL882;Agreements;Commercial;.
Lisences;PL882;Agreements;Ownership;.
Lisences;PL882;Authorities;.;.
Lisences;PL882;Authorities;MPE;.
Lisences;PL882;Authorities;NPD;.
Lisences;PL882;Authorities;PSA;.
Lisences;PL882;Authorities;Other authorities;.
Lisences;PL882;Financial;.;.
Lisences;PL882;Financial;AFE;.
Lisences;PL882;Financial;WPB;.
Lisences;PL882;Financial;Cash calls;.
Lisences;PL882;Financial;Estimates;.
Lisences;PL882;Financial;Insurance;.
Lisences;PL882;Financial;Lease accounting;.
Lisences;PL882;Financial;Joint interest billing;.
Lisences;PL882;Financial;RNB;.
Lisences;PL882;Financial;Annual status report;.
Lisences;PL882;General information;.;.
Lisences;PL882;General information;Miscellaneous;.
Lisences;PL882;General information;Miscellaneous;Deleted documents
Lisences;PL882;General information;Miscellaneous;To be deleted
Lisences;PL882;General information;3rd party information;.
Lisences;PL882;General information;4th party information;.
Lisences;PL882;General information;4th party information;Publications
Lisences;PL882;General information;5th party information;.
Lisences;PL882;General information;5th party information;Press releases
Lisences;PL882;HSEQ;.;.
Lisences;PL882;HSEQ;Audits;.
Lisences;PL882;HSEQ;Incidents;.
Lisences;PL882;HSEQ;Plans and policies;.
Lisences;PL882;HSEQ;Statistics;.
Lisences;PL882;HSEQ;Studies;.
Lisences;PL882;Limited;.;.
Lisences;PL882;Limited;Operator - Partner only;.
Lisences;PL882;Limited;Operator only;.
Lisences;PL882;Meetings;.;.
Lisences;PL882;Procurement;.;.
Lisences;PL882;Procurement;Administration;.
Lisences;PL882;Procurement;Confidential;.
Lisences;PL882;Projects;.;.
Lisences;PL882;Projects;Development projects;.
Lisences;PL882;Projects;Other;.
Lisences;PL882;Strategies and plans;.;.
Lisences;PL882;Strategies and plans;Long term;.
Lisences;PL882;Strategies and plans;Short term;.
Lisences;PL882;Reporting;.;.
Lisences;PL882;Reporting;Monthly reports;.
Lisences;PL882;Reporting;HSE;.
Lisences;PL882;Reporting;Projects;.
Lisences;PL882;Reporting;Production;.
Lisences;PL882;Reporting;Subsurface;.
Lisences;PL882;Subsurface;.;.
Lisences;PL882;Subsurface;Geology and geophysics;.
Lisences;PL882;Subsurface;Reservoir;.
Lisences;PL882;Subsurface;Seismic;.
Lisences;PL882;Subsurface;Wells;.
Lisences;PL882;Subsurface;Common database;.
Lisences;SG001;.;.;.
Lisences;SG001;Agreements;.;.
Lisences;SG001;Agreements;Commercial;.
Lisences;SG001;Agreements;Ownership;.
Lisences;SG001;Authorities;.;.
Lisences;SG001;Authorities;MPE;.
Lisences;SG001;Authorities;NPD;.
Lisences;SG001;Authorities;PSA;.
Lisences;SG001;Authorities;Other authorities;.
Lisences;SG001;Financial;.;.
Lisences;SG001;Financial;AFE;.
Lisences;SG001;Financial;WPB;.
Lisences;SG001;Financial;Cash calls;.
Lisences;SG001;Financial;Estimates;.
Lisences;SG001;Financial;Insurance;.
Lisences;SG001;Financial;Lease accounting;.
Lisences;SG001;Financial;Joint interest billing;.
Lisences;SG001;Financial;RNB;.
Lisences;SG001;Financial;Annual status report;.
Lisences;SG001;General information;.;.
Lisences;SG001;General information;Miscellaneous;.
Lisences;SG001;General information;Miscellaneous;Deleted documents
Lisences;SG001;General information;Miscellaneous;To be deleted
Lisences;SG001;General information;3rd party information;.
Lisences;SG001;General information;4th party information;.
Lisences;SG001;General information;4th party information;Publications
Lisences;SG001;General information;5th party information;.
Lisences;SG001;General information;5th party information;Press releases
Lisences;SG001;HSEQ;.;.
Lisences;SG001;HSEQ;Audits;.
Lisences;SG001;HSEQ;Incidents;.
Lisences;SG001;HSEQ;Plans and policies;.
Lisences;SG001;HSEQ;Statistics;.
Lisences;SG001;HSEQ;Studies;.
Lisences;SG001;Limited;.;.
Lisences;SG001;Limited;Operator - Partner only;.
Lisences;SG001;Limited;Operator only;.
Lisences;SG001;Meetings;.;.
Lisences;SG001;Procurement;.;.
Lisences;SG001;Procurement;Administration;.
Lisences;SG001;Procurement;Confidential;.
Lisences;SG001;Projects;.;.
Lisences;SG001;Projects;Development projects;.
Lisences;SG001;Projects;Other;.
Lisences;SG001;Strategies and plans;.;.
Lisences;SG001;Strategies and plans;Long term;.
Lisences;SG001;Strategies and plans;Short term;.
Lisences;SG001;Reporting;.;.
Lisences;SG001;Reporting;Monthly reports;.
Lisences;SG001;Reporting;HSE;.
Lisences;SG001;Reporting;Projects;.
Lisences;SG001;Reporting;Production;.
Lisences;SG001;Reporting;Subsurface;.
Lisences;SG001;Subsurface;.;.
Lisences;SG001;Subsurface;Geology and geophysics;.
Lisences;SG001;Subsurface;Reservoir;.
Lisences;SG001;Subsurface;Seismic;.
Lisences;SG001;Subsurface;Wells;.
Lisences;SG001;Subsurface;Common database;.
Lisences;SG004;.;.;.
Lisences;SG004;Agreements;.;.
Lisences;SG004;Agreements;Commercial;.
Lisences;SG004;Agreements;Ownership;.
Lisences;SG004;Authorities;.;.
Lisences;SG004;Authorities;MPE;.
Lisences;SG004;Authorities;NPD;.
Lisences;SG004;Authorities;PSA;.
Lisences;SG004;Authorities;Other authorities;.
Lisences;SG004;Financial;.;.
Lisences;SG004;Financial;AFE;.
Lisences;SG004;Financial;WPB;.
Lisences;SG004;Financial;Cash calls;.
Lisences;SG004;Financial;Estimates;.
Lisences;SG004;Financial;Insurance;.
Lisences;SG004;Financial;Lease accounting;.
Lisences;SG004;Financial;Joint interest billing;.
Lisences;SG004;Financial;RNB;.
Lisences;SG004;Financial;Annual status report;.
Lisences;SG004;General information;.;.
Lisences;SG004;General information;Miscellaneous;.
Lisences;SG004;General information;Miscellaneous;Deleted documents
Lisences;SG004;General information;Miscellaneous;To be deleted
Lisences;SG004;General information;3rd party information;.
Lisences;SG004;General information;4th party information;.
Lisences;SG004;General information;4th party information;Publications
Lisences;SG004;General information;5th party information;.
Lisences;SG004;General information;5th party information;Press releases
Lisences;SG004;HSEQ;.;.
Lisences;SG004;HSEQ;Audits;.
Lisences;SG004;HSEQ;Incidents;.
Lisences;SG004;HSEQ;Plans and policies;.
Lisences;SG004;HSEQ;Statistics;.
Lisences;SG004;HSEQ;Studies;.
Lisences;SG004;Limited;.;.
Lisences;SG004;Limited;Operator - Partner only;.
Lisences;SG004;Limited;Operator only;.
Lisences;SG004;Meetings;.;.
Lisences;SG004;Procurement;.;.
Lisences;SG004;Procurement;Administration;.
Lisences;SG004;Procurement;Confidential;.
Lisences;SG004;Projects;.;.
Lisences;SG004;Projects;Development projects;.
Lisences;SG004;Projects;Other;.
Lisences;SG004;Strategies and plans;.;.
Lisences;SG004;Strategies and plans;Long term;.
Lisences;SG004;Strategies and plans;Short term;.
Lisences;SG004;Reporting;.;.
Lisences;SG004;Reporting;Monthly reports;.
Lisences;SG004;Reporting;HSE;.
Lisences;SG004;Reporting;Projects;.
Lisences;SG004;Reporting;Production;.
Lisences;SG004;Reporting;Subsurface;.
Lisences;SG004;Subsurface;.;.
Lisences;SG004;Subsurface;Geology and geophysics;.
Lisences;SG004;Subsurface;Reservoir;.
Lisences;SG004;Subsurface;Seismic;.
Lisences;SG004;Subsurface;Wells;.
Lisences;SG004;Subsurface;Common database;.
Lisences;SG006;.;.;.
Lisences;SG006;Agreements;.;.
Lisences;SG006;Agreements;Commercial;.
Lisences;SG006;Agreements;Ownership;.
Lisences;SG006;Authorities;.;.
Lisences;SG006;Authorities;MPE;.
Lisences;SG006;Authorities;NPD;.
Lisences;SG006;Authorities;PSA;.
Lisences;SG006;Authorities;Other authorities;.
Lisences;SG006;Financial;.;.
Lisences;SG006;Financial;AFE;.
Lisences;SG006;Financial;WPB;.
Lisences;SG006;Financial;Cash calls;.
Lisences;SG006;Financial;Estimates;.
Lisences;SG006;Financial;Insurance;.
Lisences;SG006;Financial;Lease accounting;.
Lisences;SG006;Financial;Joint interest billing;.
Lisences;SG006;Financial;RNB;.
Lisences;SG006;Financial;Annual status report;.
Lisences;SG006;General information;.;.
Lisences;SG006;General information;Miscellaneous;.
Lisences;SG006;General information;Miscellaneous;Deleted documents
Lisences;SG006;General information;Miscellaneous;To be deleted
Lisences;SG006;General information;3rd party information;.
Lisences;SG006;General information;4th party information;.
Lisences;SG006;General information;4th party information;Publications
Lisences;SG006;General information;5th party information;.
Lisences;SG006;General information;5th party information;Press releases
Lisences;SG006;HSEQ;.;.
Lisences;SG006;HSEQ;Audits;.
Lisences;SG006;HSEQ;Incidents;.
Lisences;SG006;HSEQ;Plans and policies;.
Lisences;SG006;HSEQ;Statistics;.
Lisences;SG006;HSEQ;Studies;.
Lisences;SG006;Limited;.;.
Lisences;SG006;Limited;Operator - Partner only;.
Lisences;SG006;Limited;Operator only;.
Lisences;SG006;Meetings;.;.
Lisences;SG006;Procurement;.;.
Lisences;SG006;Procurement;Administration;.
Lisences;SG006;Procurement;Confidential;.
Lisences;SG006;Projects;.;.
Lisences;SG006;Projects;Development projects;.
Lisences;SG006;Projects;Other;.
Lisences;SG006;Strategies and plans;.;.
Lisences;SG006;Strategies and plans;Long term;.
Lisences;SG006;Strategies and plans;Short term;.
Lisences;SG006;Reporting;.;.
Lisences;SG006;Reporting;Monthly reports;.
Lisences;SG006;Reporting;HSE;.
Lisences;SG006;Reporting;Projects;.
Lisences;SG006;Reporting;Production;.
Lisences;SG006;Reporting;Subsurface;.
Lisences;SG006;Subsurface;.;.
Lisences;SG006;Subsurface;Geology and geophysics;.
Lisences;SG006;Subsurface;Reservoir;.
Lisences;SG006;Subsurface;Seismic;.
Lisences;SG006;Subsurface;Wells;.
Lisences;SG006;Subsurface;Common database;.
Lisences;SG007;.;.;.
Lisences;SG007;Agreements;.;.
Lisences;SG007;Agreements;Commercial;.
Lisences;SG007;Agreements;Ownership;.
Lisences;SG007;Authorities;.;.
Lisences;SG007;Authorities;MPE;.
Lisences;SG007;Authorities;NPD;.
Lisences;SG007;Authorities;PSA;.
Lisences;SG007;Authorities;Other authorities;.
Lisences;SG007;Financial;.;.
Lisences;SG007;Financial;AFE;.
Lisences;SG007;Financial;WPB;.
Lisences;SG007;Financial;Cash calls;.
Lisences;SG007;Financial;Estimates;.
Lisences;SG007;Financial;Insurance;.
Lisences;SG007;Financial;Lease accounting;.
Lisences;SG007;Financial;Joint interest billing;.
Lisences;SG007;Financial;RNB;.
Lisences;SG007;Financial;Annual status report;.
Lisences;SG007;General information;.;.
Lisences;SG007;General information;Miscellaneous;.
Lisences;SG007;General information;Miscellaneous;Deleted documents
Lisences;SG007;General information;Miscellaneous;To be deleted
Lisences;SG007;General information;3rd party information;.
Lisences;SG007;General information;4th party information;.
Lisences;SG007;General information;4th party information;Publications
Lisences;SG007;General information;5th party information;.
Lisences;SG007;General information;5th party information;Press releases
Lisences;SG007;HSEQ;.;.
Lisences;SG007;HSEQ;Audits;.
Lisences;SG007;HSEQ;Incidents;.
Lisences;SG007;HSEQ;Plans and policies;.
Lisences;SG007;HSEQ;Statistics;.
Lisences;SG007;HSEQ;Studies;.
Lisences;SG007;Limited;.;.
Lisences;SG007;Limited;Operator - Partner only;.
Lisences;SG007;Limited;Operator only;.
Lisences;SG007;Meetings;.;.
Lisences;SG007;Procurement;.;.
Lisences;SG007;Procurement;Administration;.
Lisences;SG007;Procurement;Confidential;.
Lisences;SG007;Projects;.;.
Lisences;SG007;Projects;Development projects;.
Lisences;SG007;Projects;Other;.
Lisences;SG007;Strategies and plans;.;.
Lisences;SG007;Strategies and plans;Long term;.
Lisences;SG007;Strategies and plans;Short term;.
Lisences;SG007;Reporting;.;.
Lisences;SG007;Reporting;Monthly reports;.
Lisences;SG007;Reporting;HSE;.
Lisences;SG007;Reporting;Projects;.
Lisences;SG007;Reporting;Production;.
Lisences;SG007;Reporting;Subsurface;.
Lisences;SG007;Subsurface;.;.
Lisences;SG007;Subsurface;Geology and geophysics;.
Lisences;SG007;Subsurface;Reservoir;.
Lisences;SG007;Subsurface;Seismic;.
Lisences;SG007;Subsurface;Wells;.
Lisences;SG007;Subsurface;Common database;.
Lisences;SG011;.;.;.
Lisences;SG011;Agreements;.;.
Lisences;SG011;Agreements;Commercial;.
Lisences;SG011;Agreements;Ownership;.
Lisences;SG011;Authorities;.;.
Lisences;SG011;Authorities;MPE;.
Lisences;SG011;Authorities;NPD;.
Lisences;SG011;Authorities;PSA;.
Lisences;SG011;Authorities;Other authorities;.
Lisences;SG011;Financial;.;.
Lisences;SG011;Financial;AFE;.
Lisences;SG011;Financial;WPB;.
Lisences;SG011;Financial;Cash calls;.
Lisences;SG011;Financial;Estimates;.
Lisences;SG011;Financial;Insurance;.
Lisences;SG011;Financial;Lease accounting;.
Lisences;SG011;Financial;Joint interest billing;.
Lisences;SG011;Financial;RNB;.
Lisences;SG011;Financial;Annual status report;.
Lisences;SG011;General information;.;.
Lisences;SG011;General information;Miscellaneous;.
Lisences;SG011;General information;Miscellaneous;Deleted documents
Lisences;SG011;General information;Miscellaneous;To be deleted
Lisences;SG011;General information;3rd party information;.
Lisences;SG011;General information;4th party information;.
Lisences;SG011;General information;4th party information;Publications
Lisences;SG011;General information;5th party information;.
Lisences;SG011;General information;5th party information;Press releases
Lisences;SG011;HSEQ;.;.
Lisences;SG011;HSEQ;Audits;.
Lisences;SG011;HSEQ;Incidents;.
Lisences;SG011;HSEQ;Plans and policies;.
Lisences;SG011;HSEQ;Statistics;.
Lisences;SG011;HSEQ;Studies;.
Lisences;SG011;Limited;.;.
Lisences;SG011;Limited;Operator - Partner only;.
Lisences;SG011;Limited;Operator only;.
Lisences;SG011;Meetings;.;.
Lisences;SG011;Procurement;.;.
Lisences;SG011;Procurement;Administration;.
Lisences;SG011;Procurement;Confidential;.
Lisences;SG011;Projects;.;.
Lisences;SG011;Projects;Development projects;.
Lisences;SG011;Projects;Other;.
Lisences;SG011;Strategies and plans;.;.
Lisences;SG011;Strategies and plans;Long term;.
Lisences;SG011;Strategies and plans;Short term;.
Lisences;SG011;Reporting;.;.
Lisences;SG011;Reporting;Monthly reports;.
Lisences;SG011;Reporting;HSE;.
Lisences;SG011;Reporting;Projects;.
Lisences;SG011;Reporting;Production;.
Lisences;SG011;Reporting;Subsurface;.
Lisences;SG011;Subsurface;.;.
Lisences;SG011;Subsurface;Geology and geophysics;.
Lisences;SG011;Subsurface;Reservoir;.
Lisences;SG011;Subsurface;Seismic;.
Lisences;SG011;Subsurface;Wells;.
Lisences;SG011;Subsurface;Common database;.
Lisences;SG015;.;.;.
Lisences;SG015;Agreements;.;.
Lisences;SG015;Agreements;Commercial;.
Lisences;SG015;Agreements;Ownership;.
Lisences;SG015;Authorities;.;.
Lisences;SG015;Authorities;MPE;.
Lisences;SG015;Authorities;NPD;.
Lisences;SG015;Authorities;PSA;.
Lisences;SG015;Authorities;Other authorities;.
Lisences;SG015;Financial;.;.
Lisences;SG015;Financial;AFE;.
Lisences;SG015;Financial;WPB;.
Lisences;SG015;Financial;Cash calls;.
Lisences;SG015;Financial;Estimates;.
Lisences;SG015;Financial;Insurance;.
Lisences;SG015;Financial;Lease accounting;.
Lisences;SG015;Financial;Joint interest billing;.
Lisences;SG015;Financial;RNB;.
Lisences;SG015;Financial;Annual status report;.
Lisences;SG015;General information;.;.
Lisences;SG015;General information;Miscellaneous;.
Lisences;SG015;General information;Miscellaneous;Deleted documents
Lisences;SG015;General information;Miscellaneous;To be deleted
Lisences;SG015;General information;3rd party information;.
Lisences;SG015;General information;4th party information;.
Lisences;SG015;General information;4th party information;Publications
Lisences;SG015;General information;5th party information;.
Lisences;SG015;General information;5th party information;Press releases
Lisences;SG015;HSEQ;.;.
Lisences;SG015;HSEQ;Audits;.
Lisences;SG015;HSEQ;Incidents;.
Lisences;SG015;HSEQ;Plans and policies;.
Lisences;SG015;HSEQ;Statistics;.
Lisences;SG015;HSEQ;Studies;.
Lisences;SG015;Limited;.;.
Lisences;SG015;Limited;Operator - Partner only;.
Lisences;SG015;Limited;Operator only;.
Lisences;SG015;Meetings;.;.
Lisences;SG015;Procurement;.;.
Lisences;SG015;Procurement;Administration;.
Lisences;SG015;Procurement;Confidential;.
Lisences;SG015;Projects;.;.
Lisences;SG015;Projects;Development projects;.
Lisences;SG015;Projects;Other;.
Lisences;SG015;Strategies and plans;.;.
Lisences;SG015;Strategies and plans;Long term;.
Lisences;SG015;Strategies and plans;Short term;.
Lisences;SG015;Reporting;.;.
Lisences;SG015;Reporting;Monthly reports;.
Lisences;SG015;Reporting;HSE;.
Lisences;SG015;Reporting;Projects;.
Lisences;SG015;Reporting;Production;.
Lisences;SG015;Reporting;Subsurface;.
Lisences;SG015;Subsurface;.;.
Lisences;SG015;Subsurface;Geology and geophysics;.
Lisences;SG015;Subsurface;Reservoir;.
Lisences;SG015;Subsurface;Seismic;.
Lisences;SG015;Subsurface;Wells;.
Lisences;SG015;Subsurface;Common database;.
Lisences;SG020;.;.;.
Lisences;SG020;Agreements;.;.
Lisences;SG020;Agreements;Commercial;.
Lisences;SG020;Agreements;Ownership;.
Lisences;SG020;Authorities;.;.
Lisences;SG020;Authorities;MPE;.
Lisences;SG020;Authorities;NPD;.
Lisences;SG020;Authorities;PSA;.
Lisences;SG020;Authorities;Other authorities;.
Lisences;SG020;Financial;.;.
Lisences;SG020;Financial;AFE;.
Lisences;SG020;Financial;WPB;.
Lisences;SG020;Financial;Cash calls;.
Lisences;SG020;Financial;Estimates;.
Lisences;SG020;Financial;Insurance;.
Lisences;SG020;Financial;Lease accounting;.
Lisences;SG020;Financial;Joint interest billing;.
Lisences;SG020;Financial;RNB;.
Lisences;SG020;Financial;Annual status report;.
Lisences;SG020;General information;.;.
Lisences;SG020;General information;Miscellaneous;.
Lisences;SG020;General information;Miscellaneous;Deleted documents
Lisences;SG020;General information;Miscellaneous;To be deleted
Lisences;SG020;General information;3rd party information;.
Lisences;SG020;General information;4th party information;.
Lisences;SG020;General information;4th party information;Publications
Lisences;SG020;General information;5th party information;.
Lisences;SG020;General information;5th party information;Press releases
Lisences;SG020;HSEQ;.;.
Lisences;SG020;HSEQ;Audits;.
Lisences;SG020;HSEQ;Incidents;.
Lisences;SG020;HSEQ;Plans and policies;.
Lisences;SG020;HSEQ;Statistics;.
Lisences;SG020;HSEQ;Studies;.
Lisences;SG020;Limited;.;.
Lisences;SG020;Limited;Operator - Partner only;.
Lisences;SG020;Limited;Operator only;.
Lisences;SG020;Meetings;.;.
Lisences;SG020;Procurement;.;.
Lisences;SG020;Procurement;Administration;.
Lisences;SG020;Procurement;Confidential;.
Lisences;SG020;Projects;.;.
Lisences;SG020;Projects;Development projects;.
Lisences;SG020;Projects;Other;.
Lisences;SG020;Strategies and plans;.;.
Lisences;SG020;Strategies and plans;Long term;.
Lisences;SG020;Strategies and plans;Short term;.
Lisences;SG020;Reporting;.;.
Lisences;SG020;Reporting;Monthly reports;.
Lisences;SG020;Reporting;HSE;.
Lisences;SG020;Reporting;Projects;.
Lisences;SG020;Reporting;Production;.
Lisences;SG020;Reporting;Subsurface;.
Lisences;SG020;Subsurface;.;.
Lisences;SG020;Subsurface;Geology and geophysics;.
Lisences;SG020;Subsurface;Reservoir;.
Lisences;SG020;Subsurface;Seismic;.
Lisences;SG020;Subsurface;Wells;.
Lisences;SG020;Subsurface;Common database;.
Lisences;SG036;.;.;.
Lisences;SG036;Agreements;.;.
Lisences;SG036;Agreements;Commercial;.
Lisences;SG036;Agreements;Ownership;.
Lisences;SG036;Authorities;.;.
Lisences;SG036;Authorities;MPE;.
Lisences;SG036;Authorities;NPD;.
Lisences;SG036;Authorities;PSA;.
Lisences;SG036;Authorities;Other authorities;.
Lisences;SG036;Financial;.;.
Lisences;SG036;Financial;AFE;.
Lisences;SG036;Financial;WPB;.
Lisences;SG036;Financial;Cash calls;.
Lisences;SG036;Financial;Estimates;.
Lisences;SG036;Financial;Insurance;.
Lisences;SG036;Financial;Lease accounting;.
Lisences;SG036;Financial;Joint interest billing;.
Lisences;SG036;Financial;RNB;.
Lisences;SG036;Financial;Annual status report;.
Lisences;SG036;General information;.;.
Lisences;SG036;General information;Miscellaneous;.
Lisences;SG036;General information;Miscellaneous;Deleted documents
Lisences;SG036;General information;Miscellaneous;To be deleted
Lisences;SG036;General information;3rd party information;.
Lisences;SG036;General information;4th party information;.
Lisences;SG036;General information;4th party information;Publications
Lisences;SG036;General information;5th party information;.
Lisences;SG036;General information;5th party information;Press releases
Lisences;SG036;HSEQ;.;.
Lisences;SG036;HSEQ;Audits;.
Lisences;SG036;HSEQ;Incidents;.
Lisences;SG036;HSEQ;Plans and policies;.
Lisences;SG036;HSEQ;Statistics;.
Lisences;SG036;HSEQ;Studies;.
Lisences;SG036;Limited;.;.
Lisences;SG036;Limited;Operator - Partner only;.
Lisences;SG036;Limited;Operator only;.
Lisences;SG036;Meetings;.;.
Lisences;SG036;Procurement;.;.
Lisences;SG036;Procurement;Administration;.
Lisences;SG036;Procurement;Confidential;.
Lisences;SG036;Projects;.;.
Lisences;SG036;Projects;Development projects;.
Lisences;SG036;Projects;Other;.
Lisences;SG036;Strategies and plans;.;.
Lisences;SG036;Strategies and plans;Long term;.
Lisences;SG036;Strategies and plans;Short term;.
Lisences;SG036;Reporting;.;.
Lisences;SG036;Reporting;Monthly reports;.
Lisences;SG036;Reporting;HSE;.
Lisences;SG036;Reporting;Projects;.
Lisences;SG036;Reporting;Production;.
Lisences;SG036;Reporting;Subsurface;.
Lisences;SG036;Subsurface;.;.
Lisences;SG036;Subsurface;Geology and geophysics;.
Lisences;SG036;Subsurface;Reservoir;.
Lisences;SG036;Subsurface;Seismic;.
Lisences;SG036;Subsurface;Wells;.
Lisences;SG036;Subsurface;Common database;.
Lisences;SG048;.;.;.
Lisences;SG048;Agreements;.;.
Lisences;SG048;Agreements;Commercial;.
Lisences;SG048;Agreements;Ownership;.
Lisences;SG048;Authorities;.;.
Lisences;SG048;Authorities;MPE;.
Lisences;SG048;Authorities;NPD;.
Lisences;SG048;Authorities;PSA;.
Lisences;SG048;Authorities;Other authorities;.
Lisences;SG048;Financial;.;.
Lisences;SG048;Financial;AFE;.
Lisences;SG048;Financial;WPB;.
Lisences;SG048;Financial;Cash calls;.
Lisences;SG048;Financial;Estimates;.
Lisences;SG048;Financial;Insurance;.
Lisences;SG048;Financial;Lease accounting;.
Lisences;SG048;Financial;Joint interest billing;.
Lisences;SG048;Financial;RNB;.
Lisences;SG048;Financial;Annual status report;.
Lisences;SG048;General information;.;.
Lisences;SG048;General information;Miscellaneous;.
Lisences;SG048;General information;Miscellaneous;Deleted documents
Lisences;SG048;General information;Miscellaneous;To be deleted
Lisences;SG048;General information;3rd party information;.
Lisences;SG048;General information;4th party information;.
Lisences;SG048;General information;4th party information;Publications
Lisences;SG048;General information;5th party information;.
Lisences;SG048;General information;5th party information;Press releases
Lisences;SG048;HSEQ;.;.
Lisences;SG048;HSEQ;Audits;.
Lisences;SG048;HSEQ;Incidents;.
Lisences;SG048;HSEQ;Plans and policies;.
Lisences;SG048;HSEQ;Statistics;.
Lisences;SG048;HSEQ;Studies;.
Lisences;SG048;Limited;.;.
Lisences;SG048;Limited;Operator - Partner only;.
Lisences;SG048;Limited;Operator only;.
Lisences;SG048;Meetings;.;.
Lisences;SG048;Procurement;.;.
Lisences;SG048;Procurement;Administration;.
Lisences;SG048;Procurement;Confidential;.
Lisences;SG048;Projects;.;.
Lisences;SG048;Projects;Development projects;.
Lisences;SG048;Projects;Other;.
Lisences;SG048;Strategies and plans;.;.
Lisences;SG048;Strategies and plans;Long term;.
Lisences;SG048;Strategies and plans;Short term;.
Lisences;SG048;Reporting;.;.
Lisences;SG048;Reporting;Monthly reports;.
Lisences;SG048;Reporting;HSE;.
Lisences;SG048;Reporting;Projects;.
Lisences;SG048;Reporting;Production;.
Lisences;SG048;Reporting;Subsurface;.
Lisences;SG048;Subsurface;.;.
Lisences;SG048;Subsurface;Geology and geophysics;.
Lisences;SG048;Subsurface;Reservoir;.
Lisences;SG048;Subsurface;Seismic;.
Lisences;SG048;Subsurface;Wells;.
Lisences;SG048;Subsurface;Common database;.
Lisences;PL1217;.;.;.
Lisences;PL1217;Agreements;.;.
Lisences;PL1217;Agreements;Commercial;.
Lisences;PL1217;Agreements;Ownership;.
Lisences;PL1217;Authorities;.;.
Lisences;PL1217;Authorities;MPE;.
Lisences;PL1217;Authorities;NPD;.
Lisences;PL1217;Authorities;PSA;.
Lisences;PL1217;Authorities;Other authorities;.
Lisences;PL1217;Financial;.;.
Lisences;PL1217;Financial;AFE;.
Lisences;PL1217;Financial;WPB;.
Lisences;PL1217;Financial;Cash calls;.
Lisences;PL1217;Financial;Estimates;.
Lisences;PL1217;Financial;Insurance;.
Lisences;PL1217;Financial;Lease accounting;.
Lisences;PL1217;Financial;Joint interest billing;.
Lisences;PL1217;Financial;RNB;.
Lisences;PL1217;Financial;Annual status report;.
Lisences;PL1217;General information;.;.
Lisences;PL1217;General information;Miscellaneous;.
Lisences;PL1217;General information;Miscellaneous;Deleted documents
Lisences;PL1217;General information;Miscellaneous;To be deleted
Lisences;PL1217;General information;3rd party information;.
Lisences;PL1217;General information;4th party information;.
Lisences;PL1217;General information;4th party information;Publications
Lisences;PL1217;General information;5th party information;.
Lisences;PL1217;General information;5th party information;Press releases
Lisences;PL1217;HSEQ;.;.
Lisences;PL1217;HSEQ;Audits;.
Lisences;PL1217;HSEQ;Incidents;.
Lisences;PL1217;HSEQ;Plans and policies;.
Lisences;PL1217;HSEQ;Statistics;.
Lisences;PL1217;HSEQ;Studies;.
Lisences;PL1217;Limited;.;.
Lisences;PL1217;Limited;Operator - Partner only;.
Lisences;PL1217;Limited;Operator only;.
Lisences;PL1217;Meetings;.;.
Lisences;PL1217;Procurement;.;.
Lisences;PL1217;Procurement;Administration;.
